PID,Gene,Code,COG,Product,Length,Synonym,IsORF,ATG,TGA,IsBlankSegment
NP_414809.1,insA3,,,IS1 family protein InsA,276,b0275,True,4350307,4350582,False
YP_009518744.1,yagJ,,,protein YagJ,732,b0276,True,4350153,4349422,False
NP_414811.1,yagK,,,uncharacterized protein YagK,627,b0277,True,4348705,4349331,False
NP_414812.1,yagL,,,resolvase-like catalytic domain-containing protein YagL,699,b0278,True,4347735,4348433,False
NP_414813.1,yagM,,,protein YagM,855,b0279,True,4346854,4347708,False
YP_009518745.1,ykgV,,,protein YkgV,225,b4729,True,4346511,4346735,False
NP_414814.1,yagN,,,protein YagN,441,b0280,True,4346074,4346514,False
NP_414815.1,intF,,,putative phage integrase,1401,b0281,True,4344557,4345957,False
YP_009518746.1,yagP,,,putative LysR family substrate binding domain-containing protein YagP,411,b0282,True,4343862,4344272,False
NP_414817.1,paoD,,,molybdenum cofactor insertion chaperone PaoD,957,b0283,True,4342927,4343883,False
NP_414818.1,paoC,,,aldehyde dehydrogenase: molybdenum cofactor-binding subunit,2199,b0284,True,4340719,4342917,False
NP_414819.1,paoB,,,"aldehyde dehydrogenase, FAD-binding subunit",957,b0285,True,4339766,4340722,False
NP_414820.1,paoA,,,"aldehyde dehydrogenase, Fe-S subunit",690,b0286,True,4339080,4339769,False
NP_414821.1,yagU,,,DUF1440 domain-containing inner membrane protein YagU,615,b0287,True,4338662,4338048,False
NP_414822.1,ykgJ,,,putative metal-chelating domain-containing protein YkgJ,330,b0288,True,4337471,4337800,False
NP_414823.2,ecpE,,,putative fimbrial chaperone EcpE,711,b0289,True,4336448,4337158,False
NP_414824.1,ecpD,,,fimbrial adhesin EcpD,1644,b0290,True,4334836,4336479,False
NP_414825.1,ecpC,,,putative fimbrial usher protein EcpC,2526,b0291,True,4332321,4334846,False
NP_414826.1,ecpB,,,putative fimbrial chaperone EcpB,669,b0292,True,4331627,4332295,False
NP_414827.1,ecpA,,,common pilus major subunit,588,b0293,True,4330982,4331569,False
NP_414828.1,matA,,,DNA-binding transcriptional dual regulator MatA,591,b0294,True,4330317,4330907,False
NP_414829.1,ykgL,,,uncharacterized protein YkgL,228,b0295,True,4329541,4329314,False
YP_588437.1,ykgO,,,50S ribosomal subunit protein L36B,141,b4506,True,4329139,4329279,False
NP_414830.1,ykgM,,,50S ribosomal subunit protein L31B,264,b0296,True,4328876,4329139,False
YP_002791238.1,ykgR,,,putative membrane protein YkgR,102,b4671,True,4328411,4328512,False
NP_414832.2,insE1,,,IS3 element protein InsE,300,b0298,True,4326362,4326063,False
NP_414833.1,insF1,,,IS3 element protein InsF,867,b0299,True,4326066,4325200,False
NP_414835.2,rclC,,,DUF417 domain-containing inner membrane protein RclC,594,b0301,True,4323334,4323927,False
NP_414837.2,rclB,,,DUF1471 domain-containing protein RclB,237,b0303,True,4323086,4323322,False
NP_414838.2,rclA,,,cupric reductase RclA,1326,b0304,True,4321652,4322977,False
NP_414839.1,rclR,,,DNA-binding transcriptional activator RclR,855,b0305,True,4321426,4320572,False
NP_414840.1,ykgE,,,putative lactate utilization oxidoreductase YkgE,720,b0306,True,4320045,4319326,False
NP_414841.1,ykgF,,,putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain,1428,b0307,True,4319315,4317888,False
NP_414842.4,ykgG,,,DUF162 domain-containing lactate utilization protein YkgG,696,b0308,True,4317895,4317200,False
NP_414844.1,ykgH,,,uncharacterized protein YkgH,669,b0310,True,4316289,4316957,False
NP_414845.1,betA,,,choline dehydrogenase,1671,b0311,True,4314406,4316076,False
NP_414846.1,betB,,,betaine aldehyde dehydrogenase,1473,b0312,True,4312920,4314392,False
NP_414847.3,betI,,,DNA-binding transcriptional repressor BetI,588,b0313,True,4312319,4312906,False
NP_414848.1,betT,,,choline:H(+) symporter,2034,b0314,True,4312190,4310157,False
YP_009518747.1,yahV,,,protein YahV,75,b4730,True,4309851,4309777,False
NP_414849.1,pdeL,,,DNA-binding transcriptional regulator/c-di-GMP phosphodiesterase PdeL,1089,b0315,True,4309282,4308194,False
NP_414850.1,yahB,,,putative LysR-type DNA-binding transcriptional regulator YahB,933,b0316,True,4307220,4308152,False
NP_414851.1,yahC,,,uncharacterized protein YahC,498,b0317,True,4306631,4307128,False
NP_414852.1,yahD,,,ankyrin repeat-containing protein YahD,606,b0318,True,4306373,4305768,False
NP_414853.1,yahE,,,DUF2877 domain-containing protein YahE,864,b0319,True,4305728,4304865,False
NP_414854.1,yahF,,,putative acyl-CoA synthetase YahF,1548,b0320,True,4304875,4303328,False
NP_414855.1,yahG,,,DUF1116 domain-containing protein YahG,1419,b0321,True,4303328,4301910,False
YP_009518748.2,yahH,,,putative uncharacterized protein YahH,321,b0322,True,4301884,4301564,False
NP_414857.1,yahI,,,carbamate kinase-like protein YahI,951,b0323,True,4301488,4300538,False
NP_414858.1,yahJ,,,amidohydrolase family protein YahJ,1383,b0324,True,4300528,4299146,False
NP_414859.1,yahK,,,"aldehyde reductase, NADPH-dependent",1050,b0325,True,4298769,4297720,False
NP_414860.1,yahL,,,uncharacterized protein YahL,816,b0326,True,4297477,4296662,False
NP_414861.2,yahM,,,uncharacterized protein YahM,246,b0327,True,4296249,4296004,False
NP_414862.1,yahN,,,putative amino acid exporter YahN,672,b0328,True,4295316,4295987,False
NP_414863.1,yahO,,,DUF1471 domain-containing protein YahO,276,b0329,True,4295169,4294894,False
NP_414864.1,prpR,,,DNA-binding transcriptional dual regulator PrpR,1587,b0330,True,4293210,4294796,False
NP_414865.1,prpB,,,2-methylisocitrate lyase,891,b0331,True,4292971,4292081,False
NP_414867.1,prpC,,,2-methylcitrate synthase,1170,b0333,True,4291641,4290472,False
NP_414868.1,prpD,,,2-methylcitrate dehydratase,1452,b0334,True,4290438,4288987,False
NP_414869.1,prpE,,,propionyl-CoA synthetase,1887,b0335,True,4288947,4287061,False
NP_414870.1,codB,,,cytosine transporter,1260,b0336,True,4286731,4285472,False
NP_414871.1,codA,,,cytosine/isoguanine deaminase,1284,b0337,True,4285482,4284199,False
NP_414872.3,cynR,,,DNA-binding transcriptional dual regulator CynR,900,b0338,True,4282963,4283862,False
NP_414873.1,cynT,,,carbonic anhydrase 1,660,b0339,True,4282854,4282195,False
NP_414874.1,cynS,,,cyanase,471,b0340,True,4282164,4281694,False
NP_414875.1,cynX,,,cyanate transporter,1155,b0341,True,4281661,4280507,False
NP_414876.1,lacA,,,galactoside O-acetyltransferase,612,b0342,True,4279793,4280404,False
NP_414877.1,lacY,,,lactose permease,1254,b0343,True,4278474,4279727,False
NP_414878.1,lacZ,,,beta-galactosidase,3075,b0344,True,4275348,4278422,False
NP_414879.3,lacI,,,DNA-binding transcriptional repressor LacI,1083,b0345,True,4274143,4275225,False
NP_414880.2,mhpR,,,DNA-binding transcriptional activator MhpR,834,b0346,True,4273233,4274066,False
NP_414881.1,mhpA,,,3-(3-hydroxyphenyl)propanoate hydroxylase,1665,b0347,True,4273042,4271378,False
NP_414882.1,mhpB,,,"3-carboxyethylcatechol 2,3-dioxygenase",945,b0348,True,4271376,4270432,False
NP_414883.5,mhpC,,,"2-hydroxy-6-ketonona-2,4-dienedioate hydrolase",867,b0349,True,4270414,4269548,False
NP_414884.2,mhpD,,,2-hydroxypentadienoate hydratase,810,b0350,True,4269538,4268729,False
NP_414885.1,mhpF,,,acetaldehyde dehydrogenase (acetylating) MhpF,951,b0351,True,4268732,4267782,False
NP_414886.1,mhpE,,,4-hydroxy-2-oxovalerate aldolase,1014,b0352,True,4267785,4266772,False
NP_414887.2,mhpT,,,3-hydroxyphenylpropionate/3- hydroxycinnamate:H(+) symporter,1212,b0353,True,4266194,4264983,False
NP_414888.4,yaiL,,,DUF2058 domain-containing protein YaiL,540,b0354,True,4264881,4264342,False
NP_414889.1,frmB,,,S-formylglutathione hydrolase FrmB,834,b0355,True,4263285,4264118,False
NP_414890.1,frmA,,,S-(hydroxymethyl)glutathione dehydrogenase,1110,b0356,True,4262082,4263191,False
NP_414891.4,frmR,,,DNA-binding transcriptional repressor FrmR,276,b0357,True,4261772,4262047,False
NP_414892.1,yaiO,,,outer membrane protein YaiO,774,b0358,True,4260811,4261584,False
,yaiX,,,"putative acyltransferase, N-terminal fragment",282,b4579,True,4258781,4259062,False
NP_414894.2,insC1,,,IS2 element protein InsA,366,b0360,True,4260302,4259937,False
NP_414895.1,insD1,,,IS2 element protein,906,b0361,True,4259979,4259074,False
NP_414897.1,yaiP,,,putative glucosyltransferase,1197,b0363,True,4257718,4258914,False
YP_009518749.1,ykiC,,,protein YkiC,120,b4731,True,4257693,4257574,False
NP_414898.4,yaiS,,,putative deacetylase YaiS,558,b0364,True,4257037,4257594,False
NP_414899.2,tauA,,,taurine ABC transporter periplasmic binding protein,963,b0365,True,4256421,4255459,False
NP_414900.1,tauB,,,taurine ABC transporter ATP binding subunit,768,b0366,True,4255446,4254679,False
NP_414901.1,tauC,,,taurine ABC transporter membrane subunit,828,b0367,True,4254682,4253855,False
NP_414902.1,tauD,,,taurine dioxygenase,852,b0368,True,4253858,4253007,False
NP_414903.4,hemB,,,porphobilinogen synthase,975,b0369,True,4251926,4252900,False
,yaiT,,,putative autotransporter YaiT,1458,b4580,True,4251402,4249945,False
YP_010051175.1,ytiB,,,protein YtiB,57,b4767,True,4250005,4250061,False
NP_414906.1,insF2,,,IS3 element protein InsF,867,b0372,True,4249048,4249914,False
NP_414907.2,insE2,,,IS3 element protein InsE,300,b0373,True,4248752,4249051,False
NP_414909.2,iprA,,,putative DNA-binding transcriptional regulator IprA,624,b0375,True,4247147,4246524,False
NP_414910.1,ampH,,,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,1158,b0376,True,4245366,4246523,False
NP_414911.1,sbmA,,,peptide antibiotic/peptide nucleic acid transporter,1221,b0377,True,4245014,4243794,False
NP_414912.1,yaiW,,,surface-exposed outer membrane lipoprotein,1095,b0378,True,4243781,4242687,False
NP_414913.1,yaiY,,,DUF2755 domain-containing inner membrane protein YaiY,309,b0379,True,4242320,4242628,False
NP_414914.2,yaiZ,,,DUF2754 domain-containing protein YaiZ,213,b0380,True,4242060,4241848,False
NP_414915.1,ddlA,,,D-alanine--D-alanine ligase A,1095,b0381,True,4240730,4241824,False
NP_414916.1,iraP,,,anti-adaptor protein IraP,261,b0382,True,4240267,4240007,False
NP_414917.2,phoA,,,alkaline phosphatase,1416,b0383,True,4239906,4238491,False
NP_414918.4,psiF,,,phosphate starvation-inducible protein PsiF,321,b0384,True,4238372,4238052,False
NP_414919.1,dgcC,,,diguanylate cyclase DgcC,1116,b0385,True,4237950,4236835,False
NP_414920.1,proC,,,pyrroline-5-carboxylate reductase,810,b0386,True,4236009,4236818,False
NP_414921.2,yaiI,,,DUF188 domain-containing protein YaiI,459,b0387,True,4235889,4235431,False
NP_414922.1,aroL,,,shikimate kinase 2,525,b0388,True,4235248,4234724,False
NP_414923.1,yaiA,,,protein YaiA,192,b0389,True,4234674,4234483,False
NP_414924.1,aroM,,,protein AroM,678,b0390,True,4234225,4233548,False
NP_414925.1,ppnP,,,nucleoside phosphorylase PpnP,285,b0391,True,4233476,4233192,False
YP_009518750.1,ykiD,,,protein YkiD,84,b4732,True,4232706,4232623,False
NP_414927.1,rdgC,,,nucleoid-associated protein RdgC,912,b0393,True,4231634,4232545,False
NP_414928.2,mak,,,fructokinase,909,b0394,True,4231509,4230601,False
NP_414930.3,araJ,,,putative transport protein AraJ,1185,b0396,True,4229172,4230356,False
NP_414931.1,sbcC,,,ATP-dependent structure-specific DNA nuclease - SbcC subunit,3147,b0397,True,4225900,4229046,False
NP_414932.1,sbcD,,,ATP-dependent structure-specific DNA nuclease - SbcD subunit,1203,b0398,True,4224701,4225903,False
NP_414933.1,phoB,,,DNA-binding transcriptional dual regulator PhoB,690,b0399,True,4224511,4223822,False
NP_414934.1,phoR,,,sensor histidine kinase PhoR,1296,b0400,True,4223764,4222469,False
NP_414935.1,brnQ,,,branched chain amino acid transporter BrnQ,1320,b0401,True,4222062,4220743,False
NP_414936.1,proY,,,putative transporter ProY,1374,b0402,True,4220667,4219294,False
NP_414937.2,malZ,,,maltodextrin glucosidase,1815,b0403,True,4219135,4217321,False
NP_414938.1,acpH,,,acyl carrier protein phosphodiesterase,582,b0404,True,4216735,4217316,False
NP_414939.1,queA,,,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase,1071,b0405,True,4216642,4215572,False
NP_414940.1,tgt,,,tRNA-guanine transglycosylase,1128,b0406,True,4215516,4214389,False
NP_414941.1,yajC,,,Sec translocon accessory complex subunit YajC,333,b0407,True,4214366,4214034,False
NP_414942.1,secD,,,Sec translocon accessory complex subunit SecD,1848,b0408,True,4214006,4212159,False
NP_414943.1,secF,,,Sec translocon accessory complex subunit SecF,972,b0409,True,4212148,4211177,False
NP_414944.1,yajD,,,HNH nuclease family protein YajD,348,b0410,True,4211048,4210701,False
NP_414945.1,tsx,,,nucleoside-specific channel-forming protein Tsx,885,b0411,True,4209640,4210524,False
NP_414946.4,yajI,,,putative lipoprotein YajI,540,b0412,True,4208802,4209341,False
NP_414947.1,nrdR,,,NrdR transcriptional repressor,450,b0413,True,4208651,4208202,False
NP_414948.1,ribD,,,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase,1104,b0414,True,4208198,4207095,False
NP_414949.1,ribE,,,"6,7-dimethyl-8-ribityllumazine synthase",471,b0415,True,4207006,4206536,False
NP_414950.1,nusB,,,transcription antitermination protein NusB,420,b0416,True,4206516,4206097,False
NP_414951.1,thiL,,,thiamine monophosphate kinase,978,b0417,True,4206019,4205042,False
NP_414952.1,pgpA,,,phosphatidylglycerophosphatase A,519,b0418,True,4205064,4204546,False
NP_414953.2,yajO,,,1-deoxyxylulose-5-phosphate synthase YajO,975,b0419,True,4203518,4204492,False
NP_414954.1,dxs,,,1-deoxy-D-xylulose-5-phosphate synthase,1863,b0420,True,4201476,4203338,False
NP_414955.1,ispA,,,geranyl diphosphate/farnesyl diphosphate synthase,900,b0421,True,4200552,4201451,False
NP_414956.1,xseB,,,exodeoxyribonuclease VII subunit XseB,243,b0422,True,4200310,4200552,False
NP_414957.1,thiI,,,tRNA uridine 4-sulfurtransferase,1449,b0423,True,4200104,4198656,False
NP_414958.4,yajL,,,protein/nucleic acid deglycase 3,591,b0424,True,4198012,4198602,False
NP_414959.1,panE,,,2-dehydropantoate 2-reductase,912,b0425,True,4197138,4198049,False
NP_414960.2,yajQ,,,nucleotide binding protein YajQ,492,b0426,True,4196970,4196479,False
NP_414961.4,yajR,,,putative transport protein YajR,1365,b0427,True,4194987,4196351,False
NP_414962.1,cyoE,,,heme O synthase,891,b0428,True,4193948,4194838,False
NP_414963.1,cyoD,,,cytochrome bo3 subunit 4,330,b0429,True,4193607,4193936,False
NP_414964.1,cyoC,,,cytochrome bo3 subunit 3,615,b0430,True,4192993,4193607,False
NP_414965.1,cyoB,,,cytochrome bo3 subunit 1,1992,b0431,True,4191012,4193003,False
NP_414966.1,cyoA,,,cytochrome bo3 subunit 2,948,b0432,True,4190043,4190990,False
NP_414967.1,ampG,,,muropeptide:H(+) symporter,1476,b0433,True,4188108,4189583,False
NP_414968.4,yajG,,,putative lipoprotein YajG,579,b0434,True,4187486,4188064,False
NP_414969.4,bolA,,,DNA-binding transcriptional dual regulator BolA,318,b0435,True,4187181,4186864,False
NP_414970.1,tig,,,trigger factor,1299,b0436,True,4186520,4185222,False
NP_414971.1,clpP,,,ATP-dependent Clp protease proteolytic subunit,624,b0437,True,4184976,4184353,False
NP_414972.1,clpX,,,ATP-dependent Clp protease ATP-binding subunit ClpX,1275,b0438,True,4184227,4182953,False
NP_414973.1,lon,,,Lon protease,2355,b0439,True,4182765,4180411,False
NP_414974.1,hupB,,,DNA-binding protein HU-beta,273,b0440,True,4180202,4179930,False
NP_414975.1,ppiD,,,periplasmic folding chaperone,1872,b0441,True,4179738,4177867,False
NP_414976.1,ybaV,,,helix-hairpin-helix 3 family protein,372,b0442,True,4177716,4177345,False
NP_414977.1,fadM,,,long-chain acyl-CoA thioesterase FadM,399,b0443,True,4177251,4176853,False
NP_414978.1,queC,,,7-cyano-7-deazaguanine synthase,696,b0444,True,4176106,4176801,False
NP_414979.1,ybaE,,,uncharacterized protein YbaE,1701,b0445,True,4174341,4176041,False
NP_414980.2,cof,,,HMP-PP phosphatase,819,b0446,True,4174241,4173423,False
NP_414981.4,decR,,,DNA-binding transcriptional activator DecR,459,b0447,True,4173270,4172812,False
NP_414982.1,mdlA,,,ABC transporter family protein MdlA,1773,b0448,True,4172782,4171010,False
NP_414983.1,mdlB,,,ABC transporter family protein MdlB,1782,b0449,True,4171017,4169236,False
NP_414984.1,glnK,,,nitrogen regulatory protein PII-2,339,b0450,True,4169055,4168717,False
NP_414985.1,amtB,,,ammonium transporter,1287,b0451,True,4168687,4167401,False
NP_414986.1,tesB,,,acyl-CoA thioesterase II,861,b0452,True,4166492,4167352,False
NP_414987.3,ybaY,,,PF09619 family lipoprotein YbaY,573,b0453,True,4166274,4165702,False
NP_414988.1,ybaZ,,,DNA base-flipping protein,390,b0454,True,4165282,4165671,False
,ffs,,,signal recognition particle 4.5S RNA,114,b0455,True,4165205,4165092,False
NP_414989.1,ybaA,,,DUF1428 domain-containing protein YbaA,354,b0456,True,4164981,4164628,False
NP_414990.2,pdeB,,,c-di-GMP phosphodiesterase PdeB,1551,b0457,True,4163036,4164586,False
NP_414991.4,ylaC,,,putative inner membrane protein,471,b0458,True,4162402,4162872,False
NP_414992.1,maa,,,maltose O-acetyltransferase,552,b0459,True,4161735,4162286,False
NP_414993.1,hha,,,hemolysin expression-modulating protein Hha,219,b0460,True,4161345,4161563,False
NP_414994.1,tomB,,,Hha toxicity modulator TomB,375,b0461,True,4160945,4161319,False
NP_414995.1,acrB,,,multidrug efflux pump RND permease AcrB,3150,b0462,True,4157250,4160399,False
NP_414996.1,acrA,,,multidrug efflux pump membrane fusion lipoprotein AcrA,1194,b0463,True,4156034,4157227,False
NP_414997.1,acrR,,,DNA-binding transcriptional repressor AcrR,648,b0464,True,4155892,4155245,False
NP_414998.1,mscK,,,"potassium dependent, small conductance mechanosensitive channel",3363,b0465,True,4155117,4151755,False
NP_414999.1,ybaM,,,DUF2496 domain-containing protein YbaM,162,b0466,True,4151382,4151543,False
NP_415000.1,priC,,,primosomal replication protein N'',528,b0467,True,4150841,4151368,False
NP_415001.1,ybaN,,,DUF454 domain-containing inner membrane protein YbaN,378,b0468,True,4150771,4150394,False
NP_415002.1,apt,,,adenine phosphoribosyltransferase,552,b0469,True,4150241,4149690,False
NP_415003.1,dnaX,,,DNA polymerase III subunit tau,1932,b0470,True,4149561,4147630,False
NP_415004.1,ybaB,,,putative nucleoid-associated protein YbaB,330,b0471,True,4147577,4147248,False
NP_415005.1,recR,,,recombination mediator protein RecR,606,b0472,True,4147248,4146643,False
NP_415006.1,htpG,,,chaperone protein HtpG,1875,b0473,True,4146533,4144659,False
NP_415007.1,adk,,,adenylate kinase,645,b0474,True,4144478,4143834,False
NP_415008.1,hemH,,,ferrochelatase,963,b0475,True,4143598,4142636,False
NP_415009.1,aes,,,acetylesterase,960,b0476,True,4141680,4142639,False
NP_415010.1,gsk,,,inosine/guanosine kinase,1305,b0477,True,4141528,4140224,False
NP_415011.1,ybaL,,,putative transporter YbaL,1677,b0478,True,4138415,4140091,False
NP_415012.1,fsr,,,fosmidomycin efflux pump,1221,b0479,True,4136957,4138177,False
NP_415013.1,ushA,,,5'-nucleotidase/UDP-sugar hydrolase,1653,b0480,True,4136739,4135087,False
NP_415014.1,ybaK,,,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,480,b0481,True,4134571,4135050,False
,chiX,,,small regulatory RNA ChiX,84,b4585,True,4134449,4134366,False
NP_415015.1,ybaP,,,TraB family protein YbaP,795,b0482,True,4133573,4134367,False
NP_415016.4,ybaQ,,,DNA-binding transcriptional regulator YbaQ,342,b0483,True,4133435,4133094,False
NP_415017.1,copA,,,Cu(+) exporting P-type ATPase,2505,b0484,True,4130274,4132778,False
NP_415018.1,glsA,,,glutaminase 1,933,b0485,True,4130012,4129080,False
NP_415019.1,ybaT,,,putative transporter YbaT,1293,b0486,True,4129077,4127785,False
NP_415020.1,cueR,,,DNA-binding transcriptional dual regulator CueR,408,b0487,True,4127660,4127253,False
