Escherichia coli str. K-12 substr. MG1655, complete genome. (ncbi_taxid:511145) - 1..4641652

4511 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
4326063..4326362	-	300	NP_414832.2	insE1	b0298			IS3 element protein InsE
4325200..4326066	-	867	NP_414833.1	insF1	b0299			IS3 element protein InsF
4323334..4323927	+	594	NP_414835.2	rclC	b0301			DUF417 domain-containing inner membrane protein RclC
4323086..4323322	+	237	NP_414837.2	rclB	b0303			DUF1471 domain-containing protein RclB
4321652..4322977	+	1326	NP_414838.2	rclA	b0304			cupric reductase RclA
4320572..4321426	-	855	NP_414839.1	rclR	b0305			DNA-binding transcriptional activator RclR
4319326..4320045	-	720	NP_414840.1	ykgE	b0306			putative lactate utilization oxidoreductase YkgE
4317888..4319315	-	1428	NP_414841.1	ykgF	b0307			putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain
4317200..4317895	-	696	NP_414842.4	ykgG	b0308			DUF162 domain-containing lactate utilization protein YkgG
4316289..4316957	+	669	NP_414844.1	ykgH	b0310			uncharacterized protein YkgH
4314406..4316076	+	1671	NP_414845.1	betA	b0311			choline dehydrogenase
4312920..4314392	+	1473	NP_414846.1	betB	b0312			betaine aldehyde dehydrogenase
4312319..4312906	+	588	NP_414847.3	betI	b0313			DNA-binding transcriptional repressor BetI
4310157..4312190	-	2034	NP_414848.1	betT	b0314			choline:H(+) symporter
4309777..4309851	-	75	YP_009518747.1	yahV	b4730			protein YahV
4308194..4309282	-	1089	NP_414849.1	pdeL	b0315			DNA-binding transcriptional regulator/c-di-GMP phosphodiesterase PdeL
4307220..4308152	+	933	NP_414850.1	yahB	b0316			putative LysR-type DNA-binding transcriptional regulator YahB
4306631..4307128	+	498	NP_414851.1	yahC	b0317			uncharacterized protein YahC
4305768..4306373	-	606	NP_414852.1	yahD	b0318			ankyrin repeat-containing protein YahD
4304865..4305728	-	864	NP_414853.1	yahE	b0319			DUF2877 domain-containing protein YahE
4303328..4304875	-	1548	NP_414854.1	yahF	b0320			putative acyl-CoA synthetase YahF
4301910..4303328	-	1419	NP_414855.1	yahG	b0321			DUF1116 domain-containing protein YahG
4301564..4301884	-	321	YP_009518748.2	yahH	b0322			putative uncharacterized protein YahH
4300538..4301488	-	951	NP_414857.1	yahI	b0323			carbamate kinase-like protein YahI
4299146..4300528	-	1383	NP_414858.1	yahJ	b0324			amidohydrolase family protein YahJ
4297720..4298769	-	1050	NP_414859.1	yahK	b0325			aldehyde reductase, NADPH-dependent
4296662..4297477	-	816	NP_414860.1	yahL	b0326			uncharacterized protein YahL
4296004..4296249	-	246	NP_414861.2	yahM	b0327			uncharacterized protein YahM
4295316..4295987	+	672	NP_414862.1	yahN	b0328			putative amino acid exporter YahN
4294894..4295169	-	276	NP_414863.1	yahO	b0329			DUF1471 domain-containing protein YahO
4293210..4294796	+	1587	NP_414864.1	prpR	b0330			DNA-binding transcriptional dual regulator PrpR
4292081..4292971	-	891	NP_414865.1	prpB	b0331			2-methylisocitrate lyase
4290472..4291641	-	1170	NP_414867.1	prpC	b0333			2-methylcitrate synthase
4288987..4290438	-	1452	NP_414868.1	prpD	b0334			2-methylcitrate dehydratase
4287061..4288947	-	1887	NP_414869.1	prpE	b0335			propionyl-CoA synthetase
4285472..4286731	-	1260	NP_414870.1	codB	b0336			cytosine transporter
4284199..4285482	-	1284	NP_414871.1	codA	b0337			cytosine/isoguanine deaminase
4282963..4283862	+	900	NP_414872.3	cynR	b0338			DNA-binding transcriptional dual regulator CynR
4282195..4282854	-	660	NP_414873.1	cynT	b0339			carbonic anhydrase 1
4281694..4282164	-	471	NP_414874.1	cynS	b0340			cyanase
4280507..4281661	-	1155	NP_414875.1	cynX	b0341			cyanate transporter
4279793..4280404	+	612	NP_414876.1	lacA	b0342			galactoside O-acetyltransferase
4278474..4279727	+	1254	NP_414877.1	lacY	b0343			lactose permease
4275348..4278422	+	3075	NP_414878.1	lacZ	b0344			beta-galactosidase
4274143..4275225	+	1083	NP_414879.3	lacI	b0345			DNA-binding transcriptional repressor LacI
4273233..4274066	+	834	NP_414880.2	mhpR	b0346			DNA-binding transcriptional activator MhpR
4271378..4273042	-	1665	NP_414881.1	mhpA	b0347			3-(3-hydroxyphenyl)propanoate hydroxylase
4270432..4271376	-	945	NP_414882.1	mhpB	b0348			3-carboxyethylcatechol 2,3-dioxygenase
4269548..4270414	-	867	NP_414883.5	mhpC	b0349			2-hydroxy-6-ketonona-2,4-dienedioate hydrolase
4268729..4269538	-	810	NP_414884.2	mhpD	b0350			2-hydroxypentadienoate hydratase
4267782..4268732	-	951	NP_414885.1	mhpF	b0351			acetaldehyde dehydrogenase (acetylating) MhpF
4266772..4267785	-	1014	NP_414886.1	mhpE	b0352			4-hydroxy-2-oxovalerate aldolase
4264983..4266194	-	1212	NP_414887.2	mhpT	b0353			3-hydroxyphenylpropionate/3- hydroxycinnamate:H(+) symporter
4264342..4264881	-	540	NP_414888.4	yaiL	b0354			DUF2058 domain-containing protein YaiL
4263285..4264118	+	834	NP_414889.1	frmB	b0355			S-formylglutathione hydrolase FrmB
4262082..4263191	+	1110	NP_414890.1	frmA	b0356			S-(hydroxymethyl)glutathione dehydrogenase
4261772..4262047	+	276	NP_414891.4	frmR	b0357			DNA-binding transcriptional repressor FrmR
4260811..4261584	+	774	NP_414892.1	yaiO	b0358			outer membrane protein YaiO
4258781..4259062	+	282		yaiX	b4579			putative acyltransferase, N-terminal fragment
4259937..4260302	-	366	NP_414894.2	insC1	b0360			IS2 element protein InsA
4259074..4259979	-	906	NP_414895.1	insD1	b0361			IS2 element protein
4257718..4258914	+	1197	NP_414897.1	yaiP	b0363			putative glucosyltransferase
4257574..4257693	-	120	YP_009518749.1	ykiC	b4731			protein YkiC
4257037..4257594	+	558	NP_414898.4	yaiS	b0364			putative deacetylase YaiS
4255459..4256421	-	963	NP_414899.2	tauA	b0365			taurine ABC transporter periplasmic binding protein
4254679..4255446	-	768	NP_414900.1	tauB	b0366			taurine ABC transporter ATP binding subunit
4253855..4254682	-	828	NP_414901.1	tauC	b0367			taurine ABC transporter membrane subunit
4253007..4253858	-	852	NP_414902.1	tauD	b0368			taurine dioxygenase
4251926..4252900	+	975	NP_414903.4	hemB	b0369			porphobilinogen synthase
4249945..4251402	-	1458		yaiT	b4580			putative autotransporter YaiT
4250005..4250061	+	57	YP_010051175.1	ytiB	b4767			protein YtiB
4249048..4249914	+	867	NP_414906.1	insF2	b0372			IS3 element protein InsF
4248752..4249051	+	300	NP_414907.2	insE2	b0373			IS3 element protein InsE
4246524..4247147	-	624	NP_414909.2	iprA	b0375			putative DNA-binding transcriptional regulator IprA
4245366..4246523	+	1158	NP_414910.1	ampH	b0376			peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase
4243794..4245014	-	1221	NP_414911.1	sbmA	b0377			peptide antibiotic/peptide nucleic acid transporter
4242687..4243781	-	1095	NP_414912.1	yaiW	b0378			surface-exposed outer membrane lipoprotein
4242320..4242628	+	309	NP_414913.1	yaiY	b0379			DUF2755 domain-containing inner membrane protein YaiY
4241848..4242060	-	213	NP_414914.2	yaiZ	b0380			DUF2754 domain-containing protein YaiZ
4240730..4241824	+	1095	NP_414915.1	ddlA	b0381			D-alanine--D-alanine ligase A
4240007..4240267	-	261	NP_414916.1	iraP	b0382			anti-adaptor protein IraP
4238491..4239906	-	1416	NP_414917.2	phoA	b0383			alkaline phosphatase
4238052..4238372	-	321	NP_414918.4	psiF	b0384			phosphate starvation-inducible protein PsiF
4236835..4237950	-	1116	NP_414919.1	dgcC	b0385			diguanylate cyclase DgcC
4236009..4236818	+	810	NP_414920.1	proC	b0386			pyrroline-5-carboxylate reductase
4235431..4235889	-	459	NP_414921.2	yaiI	b0387			DUF188 domain-containing protein YaiI
4234724..4235248	-	525	NP_414922.1	aroL	b0388			shikimate kinase 2
4234483..4234674	-	192	NP_414923.1	yaiA	b0389			protein YaiA
4233548..4234225	-	678	NP_414924.1	aroM	b0390			protein AroM
4233192..4233476	-	285	NP_414925.1	ppnP	b0391			nucleoside phosphorylase PpnP
4232623..4232706	-	84	YP_009518750.1	ykiD	b4732			protein YkiD
4231634..4232545	+	912	NP_414927.1	rdgC	b0393			nucleoid-associated protein RdgC
4230601..4231509	-	909	NP_414928.2	mak	b0394			fructokinase
4229172..4230356	+	1185	NP_414930.3	araJ	b0396			putative transport protein AraJ
4225900..4229046	+	3147	NP_414931.1	sbcC	b0397			ATP-dependent structure-specific DNA nuclease - SbcC subunit
4224701..4225903	+	1203	NP_414932.1	sbcD	b0398			ATP-dependent structure-specific DNA nuclease - SbcD subunit
4223822..4224511	-	690	NP_414933.1	phoB	b0399			DNA-binding transcriptional dual regulator PhoB
4222469..4223764	-	1296	NP_414934.1	phoR	b0400			sensor histidine kinase PhoR
4220743..4222062	-	1320	NP_414935.1	brnQ	b0401			branched chain amino acid transporter BrnQ
4219294..4220667	-	1374	NP_414936.1	proY	b0402			putative transporter ProY
4217321..4219135	-	1815	NP_414937.2	malZ	b0403			maltodextrin glucosidase
4216735..4217316	+	582	NP_414938.1	acpH	b0404			acyl carrier protein phosphodiesterase
4215572..4216642	-	1071	NP_414939.1	queA	b0405			tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase
4214389..4215516	-	1128	NP_414940.1	tgt	b0406			tRNA-guanine transglycosylase
4214034..4214366	-	333	NP_414941.1	yajC	b0407			Sec translocon accessory complex subunit YajC
4212159..4214006	-	1848	NP_414942.1	secD	b0408			Sec translocon accessory complex subunit SecD
4211177..4212148	-	972	NP_414943.1	secF	b0409			Sec translocon accessory complex subunit SecF
4210701..4211048	-	348	NP_414944.1	yajD	b0410			HNH nuclease family protein YajD
4209640..4210524	+	885	NP_414945.1	tsx	b0411			nucleoside-specific channel-forming protein Tsx
4208802..4209341	+	540	NP_414946.4	yajI	b0412			putative lipoprotein YajI
4208202..4208651	-	450	NP_414947.1	nrdR	b0413			NrdR transcriptional repressor
4207095..4208198	-	1104	NP_414948.1	ribD	b0414			fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
4206536..4207006	-	471	NP_414949.1	ribE	b0415			6,7-dimethyl-8-ribityllumazine synthase
4206097..4206516	-	420	NP_414950.1	nusB	b0416			transcription antitermination protein NusB
4205042..4206019	-	978	NP_414951.1	thiL	b0417			thiamine monophosphate kinase
4204546..4205064	-	519	NP_414952.1	pgpA	b0418			phosphatidylglycerophosphatase A
4203518..4204492	+	975	NP_414953.2	yajO	b0419			1-deoxyxylulose-5-phosphate synthase YajO
4201476..4203338	+	1863	NP_414954.1	dxs	b0420			1-deoxy-D-xylulose-5-phosphate synthase
4200552..4201451	+	900	NP_414955.1	ispA	b0421			geranyl diphosphate/farnesyl diphosphate synthase
4200310..4200552	+	243	NP_414956.1	xseB	b0422			exodeoxyribonuclease VII subunit XseB
4198656..4200104	-	1449	NP_414957.1	thiI	b0423			tRNA uridine 4-sulfurtransferase
4198012..4198602	+	591	NP_414958.4	yajL	b0424			protein/nucleic acid deglycase 3
4197138..4198049	+	912	NP_414959.1	panE	b0425			2-dehydropantoate 2-reductase
4196479..4196970	-	492	NP_414960.2	yajQ	b0426			nucleotide binding protein YajQ
4194987..4196351	+	1365	NP_414961.4	yajR	b0427			putative transport protein YajR
4193948..4194838	+	891	NP_414962.1	cyoE	b0428			heme O synthase
4193607..4193936	+	330	NP_414963.1	cyoD	b0429			cytochrome bo3 subunit 4
4192993..4193607	+	615	NP_414964.1	cyoC	b0430			cytochrome bo3 subunit 3
4191012..4193003	+	1992	NP_414965.1	cyoB	b0431			cytochrome bo3 subunit 1
4190043..4190990	+	948	NP_414966.1	cyoA	b0432			cytochrome bo3 subunit 2
4188108..4189583	+	1476	NP_414967.1	ampG	b0433			muropeptide:H(+) symporter
4187486..4188064	+	579	NP_414968.4	yajG	b0434			putative lipoprotein YajG
4186864..4187181	-	318	NP_414969.4	bolA	b0435			DNA-binding transcriptional dual regulator BolA
4185222..4186520	-	1299	NP_414970.1	tig	b0436			trigger factor
4184353..4184976	-	624	NP_414971.1	clpP	b0437			ATP-dependent Clp protease proteolytic subunit
4182953..4184227	-	1275	NP_414972.1	clpX	b0438			ATP-dependent Clp protease ATP-binding subunit ClpX
4180411..4182765	-	2355	NP_414973.1	lon	b0439			Lon protease
4179930..4180202	-	273	NP_414974.1	hupB	b0440			DNA-binding protein HU-beta
4177867..4179738	-	1872	NP_414975.1	ppiD	b0441			periplasmic folding chaperone
4177345..4177716	-	372	NP_414976.1	ybaV	b0442			helix-hairpin-helix 3 family protein
4176853..4177251	-	399	NP_414977.1	fadM	b0443			long-chain acyl-CoA thioesterase FadM
4176106..4176801	+	696	NP_414978.1	queC	b0444			7-cyano-7-deazaguanine synthase
4174341..4176041	+	1701	NP_414979.1	ybaE	b0445			uncharacterized protein YbaE
4173423..4174241	-	819	NP_414980.2	cof	b0446			HMP-PP phosphatase
4172812..4173270	-	459	NP_414981.4	decR	b0447			DNA-binding transcriptional activator DecR
4171010..4172782	-	1773	NP_414982.1	mdlA	b0448			ABC transporter family protein MdlA
4169236..4171017	-	1782	NP_414983.1	mdlB	b0449			ABC transporter family protein MdlB
4168717..4169055	-	339	NP_414984.1	glnK	b0450			nitrogen regulatory protein PII-2
4167401..4168687	-	1287	NP_414985.1	amtB	b0451			ammonium transporter
4166492..4167352	+	861	NP_414986.1	tesB	b0452			acyl-CoA thioesterase II
4165702..4166274	-	573	NP_414987.3	ybaY	b0453			PF09619 family lipoprotein YbaY
4165282..4165671	+	390	NP_414988.1	ybaZ	b0454			DNA base-flipping protein
4165092..4165205	-	114		ffs	b0455			signal recognition particle 4.5S RNA
4164628..4164981	-	354	NP_414989.1	ybaA	b0456			DUF1428 domain-containing protein YbaA
4163036..4164586	+	1551	NP_414990.2	pdeB	b0457			c-di-GMP phosphodiesterase PdeB
4162402..4162872	+	471	NP_414991.4	ylaC	b0458			putative inner membrane protein
4161735..4162286	+	552	NP_414992.1	maa	b0459			maltose O-acetyltransferase
4161345..4161563	+	219	NP_414993.1	hha	b0460			hemolysin expression-modulating protein Hha
4160945..4161319	+	375	NP_414994.1	tomB	b0461			Hha toxicity modulator TomB
4157250..4160399	+	3150	NP_414995.1	acrB	b0462			multidrug efflux pump RND permease AcrB
4156034..4157227	+	1194	NP_414996.1	acrA	b0463			multidrug efflux pump membrane fusion lipoprotein AcrA
4155245..4155892	-	648	NP_414997.1	acrR	b0464			DNA-binding transcriptional repressor AcrR
4151755..4155117	-	3363	NP_414998.1	mscK	b0465			potassium dependent, small conductance mechanosensitive channel
4151382..4151543	+	162	NP_414999.1	ybaM	b0466			DUF2496 domain-containing protein YbaM
4150841..4151368	+	528	NP_415000.1	priC	b0467			primosomal replication protein N''
4150394..4150771	-	378	NP_415001.1	ybaN	b0468			DUF454 domain-containing inner membrane protein YbaN
4149690..4150241	-	552	NP_415002.1	apt	b0469			adenine phosphoribosyltransferase
4147630..4149561	-	1932	NP_415003.1	dnaX	b0470			DNA polymerase III subunit tau
4147248..4147577	-	330	NP_415004.1	ybaB	b0471			putative nucleoid-associated protein YbaB
4146643..4147248	-	606	NP_415005.1	recR	b0472			recombination mediator protein RecR
4144659..4146533	-	1875	NP_415006.1	htpG	b0473			chaperone protein HtpG
4143834..4144478	-	645	NP_415007.1	adk	b0474			adenylate kinase
4142636..4143598	-	963	NP_415008.1	hemH	b0475			ferrochelatase
4141680..4142639	+	960	NP_415009.1	aes	b0476			acetylesterase
4140224..4141528	-	1305	NP_415010.1	gsk	b0477			inosine/guanosine kinase
4138415..4140091	+	1677	NP_415011.1	ybaL	b0478			putative transporter YbaL
4136957..4138177	+	1221	NP_415012.1	fsr	b0479			fosmidomycin efflux pump
4135087..4136739	-	1653	NP_415013.1	ushA	b0480			5'-nucleotidase/UDP-sugar hydrolase
4134571..4135050	+	480	NP_415014.1	ybaK	b0481			Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
4134366..4134449	-	84		chiX	b4585			small regulatory RNA ChiX
4133573..4134367	+	795	NP_415015.1	ybaP	b0482			TraB family protein YbaP
4133094..4133435	-	342	NP_415016.4	ybaQ	b0483			DNA-binding transcriptional regulator YbaQ
4130274..4132778	+	2505	NP_415017.1	copA	b0484			Cu(+) exporting P-type ATPase
4129080..4130012	-	933	NP_415018.1	glsA	b0485			glutaminase 1
4127785..4129077	-	1293	NP_415019.1	ybaT	b0486			putative transporter YbaT
4127253..4127660	-	408	NP_415020.1	cueR	b0487			DNA-binding transcriptional dual regulator CueR
4126794..4127252	+	459	NP_415021.2	ybbJ	b0488			NfeD-like family protein YbbJ
4125880..4126797	+	918	NP_415022.1	qmcA	b0489			PHB domain-containing protein QmcA
4125057..4125734	-	678	NP_415023.1	fetA	b0490			putative iron ABC exporter ATP-binding subunit FetA
4124291..4125070	-	780	NP_415024.4	fetB	b0491			putative iron ABC exporter membrane subunit FetB
4123374..4124228	+	855	NP_415025.4	cnoX	b0492			chaperedoxin
4122504..4123313	+	810	NP_415026.1	ybbO	b0493			NADP(+)-dependent aldehyde reductase YbbO
4121888..4122514	+	627	NP_415027.1	tesA	b0494			multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1
4121234..4121920	-	687	NP_415028.1	ybbA	b0495			putative ABC transporter ATP-binding protein YbbA
4118823..4121237	-	2415	NP_415029.1	ybbP	b0496			putative ABC transporter membrane subunit YbbP
4114112..4118392	-	4281	NP_415030.1	rhsD	b0497			protein RhsD
4113704..4114072	-	369	NP_415031.1	ybbC	b0498			PF15631 family protein YbbC
4111637..4112008	+	372	YP_009518753.1	ylbG	b0502			putative DNA-binding transcriptional regulator YlbG
4110427..4111521	+	1095	NP_415036.1	selU	b0503			tRNA 2-selenouridine synthase
4109432..4110358	+	927	NP_415037.1	allS	b0504			DNA-binding transcriptional activator AllS
4108720..4109202	-	483	NP_415038.1	allA	b0505			ureidoglycolate lyase
4107827..4108642	-	816	NP_415039.1	allR	b0506			DNA-binding transcriptional repressor AllR
4107790..4108024	-	235		allZ	b4831			small RNA AllZ
4105956..4107737	-	1782	NP_415040.1	gcl	b0507			glyoxylate carboligase
4105167..4105943	-	777	NP_415041.1	hyi	b0508			hydroxypyruvate isomerase
4104189..4105067	-	879	NP_415042.1	glxR	b0509			tartronate semialdehyde reductase 2
4102566..4104020	-	1455	NP_415044.4	ybbW	b0511			putative allantoin transporter
4101145..4102506	-	1362	NP_415045.1	allB	b0512			allantoinase
4099787..4101088	-	1302	NP_415046.4	ybbY	b0513			putative purine transporter
4098620..4099765	-	1146	NP_415047.1	glxK	b0514			glycerate 2-kinase 2
4097607..4098392	+	786	NP_415048.1	allE	b0515			(S)-ureidoglycine aminohydrolase
4096361..4097596	+	1236	NP_415049.1	allC	b0516			allantoate amidohydrolase
4095290..4096339	+	1050	NP_415050.1	allD	b0517			ureidoglycolate dehydrogenase
4093306..4094973	-	1668	NP_415051.1	fdrA	b0518			putative oxamate carbamoyltransferase FdrA
4092037..4093296	-	1260	YP_009029994.1	ylbE	b4572			DUF1116 domain-containing protein YlbE
4091211..4092026	-	816	NP_415053.1	ylbF	b0520			DUF2877 domain-containing protein YlbF
4090321..4091214	-	894	NP_415054.1	ybcF	b0521			putative carbamate kinase
4089059..4090126	+	1068	NP_415055.1	purK	b0522			5-(carboxyamino)imidazole ribonucleotide synthase
4088553..4089062	+	510	NP_415056.1	purE	b0523			N(5)-carboxyaminoimidazole ribonucleotide mutase
4087713..4088435	+	723	NP_415057.1	lpxH	b0524			UDP-2,3-diacylglucosamine diphosphatase
4087216..4087710	+	495	NP_415058.1	ppiB	b0525			peptidyl-prolyl cis-trans isomerase B
4085657..4087042	-	1386	NP_415059.1	cysS	b0526			cysteine--tRNA ligase
4085100..4085621	+	522	NP_415060.1	ybcI	b0527			PF04307 family inner membrane protein YbcI
4084780..4084992	+	213	NP_415061.2	ybcJ	b0528			putative RNA-binding protein YbcJ
4083912..4084778	+	867	NP_415062.1	folD	b0529			bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
4082899..4083441	-	543	NP_415063.4	sfmA	b0530			putative fimbrial protein SfmA
4081987..4082679	-	693	NP_415064.1	sfmC	b0531			putative fimbrial chaperone SfmC
4079353..4081956	-	2604	NP_415065.1	sfmD	b0532			putative fimbrial usher protein SfmD
4078334..4079317	-	984	NP_415066.2	sfmH	b0533			putative fimbrial adhesin protein SfmH
4077808..4078323	-	516	NP_415067.1	sfmF	b0534			putative fimbrial protein SfmF
4077173..4077805	+	633	NP_415068.1	fimZ	b0535			putative LuxR family transcriptional regulator FimZ
4076854..4076930	-	77		argU	b0536			tRNA-Arg
4075675..4076838	+	1164	NP_415069.1	intD	b0537			putative integrase
4074877..4074969	-	93		renD	b0542			protein RenD
